,Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Heating QC,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Pool Area,Misc Val,SalePrice,Total Baths,totalsqft,is_remodelled,has_finished_garage,Detached Garage,Has Finished Basement,has_pool,has_fence,has_paved_drive,has_central_air,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,age,age_cat
1617,1437,907181120,60,68.0,8998,7,5,120.0,4,3,4.0,3.0,5,3,1,4,6,0,0.0,2.0,532.0,3.0,3.0,0,0,207500,3.0,2504.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.0
1618,586,534128190,60,80.0,10400,6,7,256.0,3,3,3.0,3.0,4,5,1,4,8,1,3.0,2.0,515.0,3.0,3.0,0,0,256900,3.0,3860.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,6.0
1619,1947,535375130,50,60.0,10134,5,6,0.0,3,3,3.0,3.0,4,2,1,3,5,0,0.0,1.0,240.0,3.0,3.0,0,0,109000,1.0,1808.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,8.0
1620,815,906226140,90,64.0,7007,5,5,0.0,3,3,0.0,0.0,3,4,2,3,8,0,0.0,2.0,400.0,3.0,3.0,0,0,113722,2.0,1513.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,4.0
1621,831,906392110,20,78.0,11645,8,5,76.0,4,3,5.0,3.0,5,3,1,4,7,1,4.0,3.0,844.0,3.0,3.0,0,0,237000,2.0,3238.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.0
1622,1919,535151110,20,60.0,8250,5,7,0.0,3,3,3.0,3.0,4,3,1,4,6,0,0.0,2.0,692.0,3.0,3.0,0,0,142100,2.0,2455.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,6.0
1623,2306,526302030,20,0.0,11027,6,5,28.0,3,3,3.0,3.0,4,2,1,3,5,0,0.0,2.0,452.0,3.0,3.0,0,0,149900,3.0,2751.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,7.0
1624,430,528108130,20,95.0,12350,9,5,450.0,5,3,5.0,3.0,5,3,1,5,7,1,4.0,3.0,896.0,3.0,3.0,0,0,404000,3.0,4330.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1.0
1625,2618,535425080,60,0.0,18275,7,8,0.0,3,3,3.0,3.0,3,3,1,3,9,2,4.0,2.0,441.0,3.0,3.0,0,0,277500,4.0,4508.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,6.0
1626,245,906201030,60,77.0,9206,6,5,336.0,4,3,4.0,3.0,3,3,1,4,7,1,3.0,2.0,476.0,3.0,3.0,0,0,178000,3.0,2711.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,4.0
1627,462,528186180,120,48.0,6240,8,5,176.0,4,3,4.0,3.0,5,2,1,4,6,1,4.0,2.0,550.0,3.0,3.0,0,0,254000,3.0,2878.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2.0
1628,182,902207130,30,68.0,9656,2,2,0.0,3,2,2.0,2.0,3,2,1,3,5,1,4.0,2.0,780.0,2.0,2.0,0,0,12789,1.0,1510.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,10.0
1629,1625,527162090,20,63.0,7875,7,5,38.0,3,3,4.0,4.0,4,3,1,3,6,1,3.0,2.0,402.0,3.0,3.0,0,0,176000,2.0,2731.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.0
1630,2381,528106010,60,111.0,16259,9,5,370.0,3,3,5.0,4.0,5,4,1,4,9,0,0.0,3.0,840.0,3.0,3.0,0,0,342643,4.0,4239.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2.0
1631,1827,532378240,20,0.0,6173,5,6,75.0,3,3,3.0,3.0,3,3,1,3,6,0,0.0,1.0,288.0,3.0,3.0,0,0,125500,1.0,1778.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,6.0
1632,1580,916402015,20,75.0,12890,6,5,128.0,3,3,4.0,3.0,5,3,1,3,8,1,3.0,2.0,438.0,3.0,3.0,0,0,150000,2.0,3434.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,3.0
1633,1803,528480180,20,84.0,10440,8,5,0.0,5,3,4.0,3.0,5,2,1,5,6,1,4.0,2.0,594.0,3.0,3.0,0,0,261329,2.0,3414.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2.0
1634,1132,531363060,20,63.0,7500,7,5,120.0,3,3,4.0,3.0,5,3,1,4,6,0,0.0,0.0,0.0,,,0,0,141000,2.0,2160.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,2.0
1635,1941,535353050,20,75.0,9532,4,6,0.0,3,3,3.0,3.0,4,3,1,3,6,1,2.0,1.0,280.0,3.0,3.0,368,0,153000,2.0,2977.0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,7.0
1636,1742,528228270,120,53.0,3922,7,5,72.0,4,3,5.0,3.0,5,2,1,4,6,1,4.0,3.0,648.0,3.0,3.0,0,0,172500,2.0,2676.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.0
1637,2026,903425280,70,60.0,8730,6,7,0.0,3,3,3.0,3.0,5,3,1,3,7,0,0.0,1.0,384.0,3.0,3.0,0,0,153575,1.0,2353.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,11.0
1638,2245,911128020,30,60.0,6060,5,9,0.0,4,3,3.0,3.0,5,2,1,4,5,0,0.0,1.0,216.0,3.0,1.0,0,0,124900,1.0,2120.0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9.0
1639,1691,528106040,20,107.0,14450,9,5,315.0,5,3,5.0,3.0,5,3,1,5,8,1,5.0,3.0,732.0,3.0,3.0,0,0,415298,3.0,4606.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2.0
1640,725,902405120,50,60.0,5400,6,6,0.0,2,3,3.0,3.0,5,3,1,3,6,0,0.0,1.0,207.0,2.0,3.0,0,0,119000,1.0,2628.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,10.0
1641,1787,528435070,20,85.0,10000,8,5,410.0,4,3,4.0,4.0,5,3,1,4,7,1,4.0,3.0,825.0,3.0,3.0,0,0,227000,2.0,3365.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2.0
1642,1216,534426040,20,72.0,10007,5,7,54.0,4,3,3.0,3.0,5,3,1,4,5,0,0.0,1.0,312.0,3.0,3.0,0,0,145500,3.0,2106.0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,6.0
1643,2654,902206020,30,52.0,7830,3,5,0.0,3,3,2.0,3.0,3,1,1,3,3,0,0.0,1.0,200.0,2.0,3.0,0,0,61500,2.0,1062.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101,10.0
1644,2310,526354020,20,90.0,11727,7,6,434.0,3,4,3.0,3.0,4,3,1,3,8,1,3.0,2.0,506.0,3.0,3.0,0,0,192100,2.0,3848.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,5.0
1645,761,903484110,190,60.0,10320,6,7,0.0,3,4,3.0,3.0,5,3,1,3,7,0,0.0,1.0,308.0,3.0,3.0,0,0,116000,3.0,2389.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,11.0
1646,1884,534276070,80,65.0,10482,6,8,63.0,3,4,3.0,3.0,5,3,1,3,6,0,0.0,1.0,264.0,3.0,3.0,0,0,145000,2.0,1950.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,6.0
1647,449,528166090,20,110.0,15274,9,5,724.0,4,3,5.0,3.0,5,3,1,5,10,1,4.0,3.0,886.0,3.0,3.0,0,0,445000,4.0,5020.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2.0
1648,856,907202050,20,61.0,8800,5,7,0.0,3,3,4.0,3.0,3,3,1,4,5,0,0.0,2.0,484.0,3.0,3.0,0,0,150500,2.0,2368.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.0
1649,11,527163010,60,75.0,10000,6,5,0.0,3,3,4.0,3.0,4,3,1,3,7,1,3.0,2.0,440.0,3.0,3.0,0,0,175900,3.0,2659.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3.0
1650,389,527375180,20,78.0,10140,6,6,196.0,3,3,3.0,3.0,5,3,1,3,6,1,3.0,2.0,528.0,3.0,3.0,0,0,167900,3.0,2232.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,5.0
1651,2415,528218140,60,58.0,14054,7,5,0.0,4,3,4.0,3.0,5,4,1,4,9,1,4.0,3.0,660.0,3.0,3.0,0,0,219210,3.0,2859.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.0
1652,77,531451280,60,70.0,11218,6,5,0.0,4,3,4.0,3.0,5,3,1,4,8,1,3.0,2.0,462.0,3.0,3.0,0,400,189000,3.0,3639.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,3.0
1653,1238,535152200,20,74.0,8856,5,4,143.0,3,3,3.0,3.0,3,3,1,3,6,2,4.0,1.0,292.0,3.0,3.0,0,0,136500,2.0,2535.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,6.0
1654,223,905105200,20,65.0,7800,5,7,47.0,3,3,3.0,3.0,5,3,1,4,5,0,0.0,1.0,416.0,3.0,3.0,0,0,137900,2.0,1756.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,6.0
1655,723,902402150,30,60.0,7200,5,4,0.0,3,3,3.0,3.0,3,2,1,3,4,0,0.0,1.0,280.0,3.0,3.0,0,0,85000,2.0,2300.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,11.0
1656,2562,534477030,20,89.0,10680,5,3,44.0,3,3,3.0,2.0,3,4,1,3,7,0,0.0,2.0,528.0,3.0,3.0,0,0,137900,2.0,4302.0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,7.0
1657,995,527106140,60,59.0,9535,6,5,0.0,3,3,4.0,3.0,5,3,1,3,7,0,0.0,2.0,472.0,3.0,3.0,0,0,195500,3.0,2712.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.0
1658,287,909100110,70,66.0,6858,6,4,0.0,3,3,4.0,3.0,3,4,1,2,6,0,0.0,1.0,216.0,3.0,3.0,0,0,128000,3.0,2655.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,11.0
1659,1152,532354150,20,75.0,8100,5,8,0.0,3,4,3.0,3.0,5,3,1,4,5,1,3.0,1.0,420.0,3.0,3.0,0,0,135000,2.0,1860.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,6.0
1660,1449,907202190,20,0.0,9216,5,6,176.0,3,3,3.0,3.0,3,3,1,3,5,1,2.0,2.0,576.0,3.0,3.0,0,0,143195,2.0,2152.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5.0
1661,1330,903204095,40,50.0,9100,5,6,0.0,3,3,3.0,3.0,3,2,1,3,4,0,0.0,1.0,308.0,3.0,3.0,0,600,79500,1.0,1677.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9.0
1662,1134,531373060,60,67.0,12774,7,5,95.0,4,3,4.0,3.0,5,3,1,4,8,0,0.0,2.0,478.0,3.0,3.0,0,0,192500,3.0,2734.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2.0
1663,706,902201110,50,50.0,6000,5,7,0.0,3,5,3.0,3.0,3,3,1,3,6,0,0.0,1.0,308.0,3.0,3.0,0,0,129500,2.0,2108.0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,7.0
1664,1617,527107040,60,0.0,10364,6,5,0.0,3,3,4.0,3.0,4,3,1,3,7,1,3.0,2.0,373.0,3.0,3.0,0,0,168000,3.0,2418.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.0
1665,1339,903228060,50,50.0,6000,6,5,0.0,3,3,3.0,3.0,5,2,2,3,7,1,4.0,1.0,240.0,3.0,3.0,0,0,105000,2.0,2081.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8.0
1666,1664,527402150,20,0.0,10530,6,5,0.0,3,3,3.0,3.0,3,3,1,3,5,0,0.0,2.0,576.0,3.0,3.0,0,0,143250,3.0,2314.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,5.0
1667,1433,907135020,20,75.0,9525,5,6,0.0,3,3,4.0,3.0,5,3,1,4,6,0,0.0,1.0,352.0,3.0,3.0,0,0,144000,2.0,2476.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.0
1668,75,531380080,60,0.0,8880,7,5,0.0,4,3,4.0,3.0,5,3,1,4,8,2,2.0,2.0,463.0,3.0,3.0,0,0,205000,4.0,3188.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,3.0
1669,2255,914478100,85,82.0,8410,6,6,0.0,3,3,4.0,3.0,3,2,1,3,5,1,1.0,2.0,528.0,3.0,3.0,0,0,143000,2.0,2189.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5.0
1670,1170,533215040,120,42.0,4385,9,5,0.0,4,3,5.0,3.0,5,2,1,5,5,1,3.0,2.0,588.0,3.0,3.0,0,0,290000,3.0,3051.0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,2.0
1671,45,528150070,20,100.0,12919,9,5,760.0,5,3,5.0,3.0,5,2,1,5,11,2,4.0,3.0,820.0,3.0,3.0,0,0,611657,4.0,4761.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1.0
1672,836,907126010,20,82.0,12464,5,5,0.0,3,4,4.0,3.0,4,3,1,4,6,0,0.0,2.0,576.0,3.0,3.0,0,0,152000,2.0,2248.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.0
1673,8,527145080,120,43.0,5005,8,5,0.0,4,3,4.0,3.0,5,2,1,4,5,0,0.0,2.0,506.0,3.0,3.0,0,0,191500,2.0,2786.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,3.0
1674,1704,528120150,60,76.0,9591,8,5,344.0,4,3,5.0,3.0,5,4,1,4,9,1,4.0,3.0,852.0,3.0,3.0,0,0,317000,3.0,3959.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2.0
1675,2068,905226080,50,70.0,6960,7,8,0.0,3,3,3.0,3.0,5,2,1,4,6,2,4.0,1.0,224.0,3.0,3.0,0,0,165250,2.0,2108.0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,8.0
1676,1488,908102140,20,75.0,9825,5,5,0.0,3,3,3.0,3.0,3,3,1,3,6,0,0.0,1.0,264.0,3.0,3.0,0,0,123000,1.0,2604.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6.0
1677,1391,905201110,20,88.0,14175,6,8,0.0,3,3,3.0,4.0,3,1,1,3,4,1,3.0,2.0,621.0,3.0,3.0,0,0,185000,2.0,2598.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,7.0
